year,rank,company,revenue,profit
1998.0,179.0,Dana,8770.3,369.1
1998.0,180.0,Tenet Healthcare,8691.0,-254.0
1998.0,181.0,Principal Financial,8666.0,454.0
1998.0,182.0,Whirlpool,8617.0,-15.0
1998.0,183.0,Ultramar Diamond Shamrock,8606.5,154.8
1998.0,184.0,Sun Microsystems,8598.3,762.4
1998.0,185.0,Eli Lilly,8517.6,-385.1
1998.0,186.0,US Airways Group,8513.8,1024.7
1998.0,187.0,Crown Holdings,8494.6,294.0
1998.0,188.0,Burlington No. Santa Fe,8412.0,885.0
1998.0,189.0,General Re,8246.6,967.7
1998.0,190.0,Amerada Hess,8233.7,7.5
1998.0,191.0,John Hancock Financial Svcs.,8207.0,414.0
1998.0,192.0,Warner-Lambert,8179.8,869.5
1998.0,193.0,FleetBoston Financial,8095.0,1303.0
1998.0,194.0,Honeywell,8027.5,471.0
1998.0,195.0,Campbell Soup,7964.0,713.0
1998.0,196.0,TXU,7945.6,660.5
1998.0,197.0,Humana,7880.0,173.0
1998.0,198.0,AmerisourceBergen,7815.9,45.5
1998.0,199.0,Best Buy,7770.7,1.7
1998.0,200.0,Arrow Electronics,7763.9,163.7
1998.0,201.0,Dominion Resources,7677.6,399.2
1998.0,202.0,Circuit City Stores,7663.8,136.4
1998.0,203.0,Tele-Communications,7570.0,-626.0
1998.0,204.0,Eaton,7563.0,410.0
1998.0,205.0,Washington Mutual,7524.4,481.8
1998.0,206.0,Dresser Industries,7457.9,318.0
1998.0,207.0,USAA,7454.2,1189.1
1998.0,208.0,TJX,7389.1,304.8
1998.0,209.0,PPG Industries,7379.0,714.0
1998.0,210.0,MCI WorldCom,7351.4,383.7
1998.0,211.0,Lear,7342.9,207.2
1998.0,212.0,Bindley Western,7311.8,23.7
1998.0,213.0,Fort James,7259.0,-27.0
1998.0,214.0,Manpower,7258.5,163.9
1998.0,215.0,AFLAC,7250.7,585.0
1998.0,216.0,Health Net,7235.0,-187.1
1998.0,217.0,Tenneco Automotive,7220.0,315.0
1998.0,218.0,Continental Airlines,7213.0,385.0
1998.0,219.0,Consolidated Edison,7121.3,712.8
1998.0,220.0,Unisource,7108.4,58.7
1998.0,221.0,Ingersoll-Rand,7103.3,380.5
1998.0,222.0,Unicom,7083.0,-852.9
1998.0,223.0,Apple Computer,7081.0,-1045.0
1998.0,224.0,Tech Data,7056.6,89.5
1998.0,225.0,Fortune Brands,7000.8,98.5
1998.0,226.0,Guardian Life of America,6983.8,299.3
1998.0,227.0,Rite Aid,6970.2,115.4
1998.0,228.0,U.S. Bancorp,6908.8,838.5
1998.0,229.0,Reynolds Metals,6900.0,136.0
1998.0,230.0,CenterPoint Energy,6873.4,420.9
1998.0,231.0,PNC Financial Services,6859.2,1052.5
1998.0,232.0,Wellpoint,6831.7,-159.0
1998.0,233.0,Kellogg,6830.1,546.0
1998.0,234.0,Dillard's,6817.0,258.0
1998.0,235.0,PacifiCorp,6800.4,663.7
1998.0,236.0,Schering-Plough,6778.0,1444.0
1998.0,237.0,Paccar,6763.7,344.6
1998.0,238.0,BankBoston Corp.,6727.2,879.2
1998.0,239.0,Office Depot,6717.5,159.7
1998.0,240.0,Pharmacia,6710.0,323.0
1998.0,241.0,Chubb,6664.0,769.5
1998.0,242.0,ITT,6658.0,291.0
1998.0,243.0,Paine Webber Group,6657.0,415.4
1998.0,244.0,Unisys,6636.0,-853.6
1998.0,245.0,Foot Locker,6624.0,-10.0
1998.0,246.0,Tyco International,6597.6,419.0
1998.0,247.0,NCR,6589.0,7.0
1998.0,248.0,KeyCorp,6568.0,919.0
1998.0,249.0,Gap,6507.8,533.9
1998.0,250.0,Union Carbide,6502.0,659.0
1998.0,251.0,Transamerica,6485.9,793.8
1998.0,252.0,Ralston Purina,6470.6,423.7
1998.0,253.0,Cisco Systems,6440.2,1048.7
1998.0,254.0,Lincoln National,6437.0,934.0
1998.0,255.0,R.R. Donnelley & Sons,6396.2,130.6
1998.0,256.0,Navistar International,6371.0,150.0
1998.0,257.0,Public Service Enterprise Group,6370.0,560.0
1998.0,258.0,FPL Group,6369.0,617.5
1998.0,259.0,Tyson Foods,6355.7,185.8
1998.0,260.0,Caremark Rx,6331.2,-820.6
1998.0,261.0,Aramark,6310.4,146.1
1998.0,262.0,Gateway,6293.7,109.8
1998.0,263.0,St. Paul Travelers Cos.,6219.3,705.5
1998.0,264.0,American Electric Power,6161.4,511.0
1998.0,265.0,Baxter International,6138.0,300.0
1998.0,266.0,Bear Stearns,6077.3,613.3
1998.0,267.0,Unocal,6064.0,581.0
1998.0,268.0,Case,6024.0,403.0
1998.0,269.0,Marsh & McLennan,6008.6,399.4
1998.0,270.0,American Standard,6008.0,96.2
1998.0,271.0,Genuine Parts,6005.2,342.4
1998.0,272.0,WellPoint Health Networks,5826.4,227.4
1998.0,273.0,Browning-Ferris Industries,5783.0,265.2
1998.0,274.0,SCI Systems,5762.7,112.7
1998.0,275.0,Aon,5750.6,298.8
1998.0,276.0,AMP,5745.2,473.1
1998.0,277.0,Champion International,5735.5,-548.5
1998.0,278.0,Consolidated Natural Gas,5710.0,304.4
1998.0,279.0,Bank of New York Co.,5697.0,1104.0
1998.0,280.0,Oracle,5684.3,821.5
1998.0,281.0,El Paso,5638.0,186.5
1998.0,282.0,Cummins,5625.0,212.0
1998.0,283.0,Computer Sciences,5616.0,192.4
1998.0,284.0,General Mills,5609.3,445.4
1998.0,285.0,Food 4 Less,5599.1,-141.8
1998.0,286.0,Conseco,5568.4,567.3
1998.0,287.0,Household International,5503.1,686.6
1998.0,288.0,OfficeMax,5493.1,-30.4
1998.0,289.0,Fred Meyer,5481.1,12.1
1998.0,290.0,Avnet,5390.6,182.8
1998.0,291.0,RadioShack,5372.2,186.9
1998.0,292.0,Ryder System,5351.0,174.7
1998.0,293.0,Quantum,5319.5,148.5
1998.0,294.0,Hilton Hotels,5316.0,250.0
1998.0,295.0,Cendant,5314.7,872.2
1998.0,296.0,Cooper Industries,5288.8,394.6
1998.0,297.0,Wachovia Corp.,5269.6,592.8
1998.0,298.0,Central & South West,5268.0,153.0
1998.0,299.0,First Data,5234.5,356.7
1998.0,300.0,FMC,5231.5,162.4
1998.0,301.0,VF,5222.2,350.9
1998.0,302.0,Illinois Tool Works,5220.4,587.0
1998.0,303.0,Staples,5181.0,130.9
1998.0,304.0,Norfolk Southern,5164.5,721.0
1998.0,305.0,National City Corp.,5152.1,807.4
1998.0,306.0,Mellon Financial Corp.,5134.0,771.0
1998.0,307.0,Ikon Office Solutions,5128.4,130.4
1998.0,308.0,Avon Products,5079.4,338.8
1998.0,309.0,Mead,5077.4,150.1
1998.0,310.0,Ryerson Tull,5046.8,119.3
1998.0,311.0,Quaker Oats,5015.7,-930.9
1998.0,312.0,Columbia Energy Group,4999.9,273.3
1998.0,313.0,Black & Decker,4940.5,227.2
1998.0,314.0,Comcast,4912.6,-238.7
1998.0,315.0,Sherwin-Williams,4881.1,260.6
1998.0,316.0,Nordstrom,4851.6,186.2
1998.0,317.0,Stone Container,4849.1,-417.7
1998.0,318.0,Mattel,4834.6,285.2
1998.0,319.0,CMS Energy,4787.0,268.0
1998.0,320.0,CHS Electronics,4756.4,48.4
1998.0,321.0,Praxair,4735.0,405.0
1998.0,322.0,Gannett,4729.5,712.7
1998.0,323.0,Safeco,4709.3,430.0
1998.0,324.0,Owens-Illinois,4680.1,167.9
1998.0,325.0,Eastman Chemical,4678.0,286.0
1998.0,326.0,Air Products & Chem.,4662.0,429.3
1998.0,327.0,Bethlehem Steel,4631.2,280.7
1998.0,328.0,Exelon,4617.9,-1497.1
1998.0,329.0,CompUSA,4610.5,93.9
1998.0,330.0,Progressive,4608.2,400.0
1998.0,331.0,SunTrust Banks,4585.0,667.3
1998.0,332.0,Dover,4547.7,405.4
1998.0,333.0,MBNA,4523.9,622.5
1998.0,334.0,Union Camp,4476.8,81.1
1998.0,335.0,MicroAge,4446.3,25.0
1998.0,336.0,LTV,4446.0,30.0
1998.0,337.0,Williams,4409.6,271.4
1998.0,338.0,Nash Finch,4391.6,-1.2
1998.0,339.0,Mutual of Omaha Ins.,4385.1,181.6
1998.0,340.0,CoreStates Financial Corp.,4378.7,813.3
1998.0,341.0,Owens Corning,4373.0,47.0
1998.0,342.0,Cinergy,4352.8,253.2
1998.0,343.0,Allegiance,4350.8,90.9
1998.0,344.0,Dole Food,4336.1,160.2
1998.0,345.0,Hershey Foods,4302.2,336.3
1998.0,346.0,CNF,4266.8,120.9
1998.0,347.0,LG&E Energy,4263.8,97.8
1998.0,348.0,Oxford Health Plans,4240.1,-291.3
1998.0,349.0,Nucor,4184.5,294.5
1998.0,350.0,Western Digital,4177.9,267.6
1998.0,351.0,Litton Industries,4175.5,162.0
1998.0,352.0,Sonat,4174.6,175.9
1998.0,353.0,Foster Wheeler,4172.0,-10.5
1998.0,354.0,GPU,4143.4,335.1
1998.0,355.0,W.W. Grainger,4136.6,231.8
1998.0,356.0,Corning,4129.1,439.8
1998.0,357.0,Olsten,4113.0,93.0
1998.0,358.0,Universal,4112.7,100.9
1998.0,359.0,Automatic Data Proc.,4112.2,513.5
1998.0,360.0,Barnett Banks,4101.6,255.0
1998.0,361.0,Pitney Bowes,4100.5,526.0
1998.0,362.0,Parker Hannifin,4091.1,274.0
1998.0,363.0,Unum,4076.7,370.3
1998.0,364.0,Applied Materials,4074.3,498.5
1998.0,365.0,Pacific Life,4065.4,121.5
1998.0,366.0,General Dynamics,4062.0,316.0
1998.0,367.0,Big Lots,4055.3,85.9
1998.0,368.0,Merisel,4049.0,-15.8
1998.0,369.0,Computer Assoc. Intl.,4040.0,366.0
1998.0,370.0,American Financial Grp.,4020.7,192.3
1998.0,371.0,Rohm & Haas,3999.0,410.0
1998.0,372.0,Niagara Mohawk Holdings,3966.4,59.8
1998.0,373.0,ServiceMaster,3961.5,163.5
1998.0,374.0,Premcor,3925.3,-109.9
1998.0,375.0,Phelps Dodge,3914.3,408.5
1998.0,376.0,ProSource,3901.2,-13.7
1998.0,377.0,InaCom,3896.3,29.5
1998.0,378.0,Giant Food,3881.0,85.5
1998.0,379.0,Smithfield Foods,3870.6,44.9
1998.0,380.0,Kelly Services,3852.9,80.8
1998.0,381.0,Northeast Utilities,3834.8,-135.7
1998.0,382.0,Harris,3834.6,207.5
1998.0,383.0,Southwest Airlines,3816.8,317.8
1998.0,384.0,Centex,3785.0,106.6
1998.0,385.0,SLM,3784.7,507.9
1998.0,386.0,OfficeMax,3765.4,89.6
1998.0,387.0,DTE Energy,3764.5,417.3
1998.0,388.0,Masco,3760.0,382.4
1998.0,389.0,Allegheny Technologies,3745.1,297.6
1998.0,390.0,Republic New York Corp.,3738.2,449.1
1998.0,391.0,H.F. Ahmanson,3732.9,413.8
1998.0,392.0,Supermarkets Genl. Holdings,3710.7,-43.8
1998.0,393.0,Solectron,3694.4,158.1
1998.0,394.0,Harcourt General,3691.6,-115.1
1998.0,395.0,Mapco,3689.7,96.9
1998.0,396.0,American Family Ins. Grp.,3689.4,251.6
1998.0,397.0,Baker Hughes,3685.4,97.0
1998.0,398.0,Service Merchandise,3662.8,-91.6
1998.0,399.0,Silicon Graphics,3662.6,78.6
1998.0,400.0,Brunswick,3657.4,150.5
1998.0,401.0,Turner Corp.,3639.8,5.9
1998.0,402.0,Reebok International,3637.4,135.1
1998.0,403.0,Morton International,3636.5,343.0
1998.0,404.0,Engelhard,3630.7,47.8
1998.0,405.0,Temple-Inland,3625.4,50.8
1998.0,406.0,AirTouch Communications,3594.0,448.0
1998.0,407.0,Shaw Industries,3575.8,29.0
1998.0,408.0,Echlin,3568.6,-46.9
1998.0,409.0,Thermo Electron,3558.3,239.3
1998.0,410.0,UnumProvident,3553.1,247.3
1998.0,411.0,Saks,3544.7,62.7
1998.0,412.0,McGraw-Hill,3534.1,290.7
1998.0,413.0,Micron Technology,3515.5,332.2
1998.0,414.0,Borden Chemical,3481.6,278.0
1998.0,415.0,Rykoff-Sexton,3477.5,16.0
1998.0,416.0,Goodrich,3471.0,178.2
1998.0,417.0,Reliance Group Holdings,3442.6,229.4
1998.0,418.0,Willamette Industries,3438.7,73.0
1998.0,419.0,State St. Corp.,3428.0,380.0
1998.0,420.0,Richfood Holdings,3411.6,59.5
1998.0,421.0,Maytag,3407.9,180.3
1998.0,422.0,USF&G,3403.9,193.9
1998.0,423.0,Allmerica Financial,3395.6,209.2
1998.0,424.0,Brink's,3394.4,110.2
1998.0,425.0,Estee Lauder,3381.6,197.6
1998.0,426.0,Sealed Air,3358.0,261.0
1998.0,427.0,Yellow Roadway,3348.9,52.4
1998.0,428.0,Cyprus Amax Minerals,3346.0,69.0
1998.0,429.0,Avery Dennison,3345.7,204.8
1998.0,430.0,New Century Energies,3342.5,150.9
1998.0,431.0,Graybar Electric,3338.0,53.0
1998.0,433.0,Trans World Airlines,3328.0,-110.8
1998.0,434.0,Times Mirror,3318.5,250.3
1998.0,435.0,Florida Progress,3315.6,54.3
1998.0,436.0,Constellation Energy,3307.6,282.8
1998.0,437.0,Alltel,3263.6,507.9
1998.0,438.0,Hormel Foods,3256.6,109.5
1998.0,439.0,Whitman,3250.1,4.1
1998.0,440.0,Smurfit-Stone Container,3238.0,1.0
1998.0,441.0,Newell Rubbermaid,3234.3,290.4
1998.0,442.0,Beverly Enterprises,3230.3,58.6
1998.0,443.0,BJ's Wholesale Club,3226.5,68.3
1998.0,444.0,Hannaford Bros.,3226.4,59.6
1998.0,445.0,AGCO,3224.4,168.7
1998.0,446.0,Interstate Bakeries,3212.4,97.2
1998.0,447.0,Corporate Express,3196.1,42.0
1998.0,448.0,Ameren,3195.3,347.2
1998.0,449.0,York International,3193.7,47.4
1998.0,450.0,Hasbro,3188.6,135.0
1998.0,451.0,Comerica,3175.4,530.5
1998.0,452.0,Darden Restaurants,3171.8,-91.0
1998.0,453.0,GenAmerica,3154.0,96.2
1998.0,454.0,Long Island Lighting,3147.7,334.0
1998.0,455.0,3Com,3147.1,374.0
1998.0,456.0,Mercantile Stores,3143.8,129.7
1998.0,457.0,Knight-Ridder,3139.1,413.0
1998.0,458.0,Thrivent Financial for Lutherans,3129.9,209.8
1998.0,459.0,Interpublic Group,3125.8,239.1
1998.0,460.0,Omnicom Group,3124.8,222.4
1998.0,461.0,Joy Global,3118.2,139.8
1998.0,462.0,Owens & Minor,3116.8,24.3
1998.0,463.0,Ventas,3116.0,130.9
1998.0,464.0,Level 3 Communications,3096.0,248.0
1998.0,465.0,Penn Traffic,3074.4,-54.6
1998.0,466.0,Kohl's,3060.1,141.3
1998.0,467.0,PPL,3048.7,296.2
1998.0,468.0,Millennium Chemicals,3048.0,185.0
1998.0,469.0,Progress Energy,3024.1,388.3
1998.0,470.0,Dean Foods,3018.4,86.7
1998.0,471.0,HealthSouth,3017.3,330.6
1998.0,472.0,Westvaco,3011.0,162.7
1998.0,473.0,IMC Global,2988.6,62.9
1998.0,474.0,Phoenix,2988.3,164.6
1998.0,475.0,Beneficial,2955.7,253.7
1998.0,476.0,Longs Drug Stores,2952.9,57.7
1998.0,477.0,EMC,2937.9,538.5
1998.0,478.0,Alumax,2930.9,33.7
1998.0,479.0,Golden West Financial,2913.8,354.1
1998.0,480.0,Airborne,2912.4,120.1
1998.0,481.0,Leggett & Platt,2909.2,208.3
1998.0,483.0,Lutheran Brotherhood,2900.3,231.6
1998.0,484.0,Lyondell Chemical,2878.0,286.0
1998.0,485.0,Fleetwood Enterprises,2874.4,124.8
1998.0,486.0,USG,2874.0,148.0
1998.0,487.0,New York Times,2866.4,262.3
1998.0,488.0,Western Atlas,2859.3,-63.1
1998.0,489.0,Sonoco Products,2847.8,2.6
1998.0,490.0,Reader's Digest Assn.,2839.0,133.5
1998.0,491.0,U.S. Office Products,2835.9,57.3
1998.0,492.0,FirstEnergy,2821.4,305.8
1998.0,493.0,Comdisco Holding,2819.0,131.0
1998.0,494.0,Becton Dickinson,2810.5,300.1
1998.0,495.0,Anixter International,2805.2,45.3
1998.0,496.0,Barnes & Noble,2796.9,53.2
1998.0,497.0,Pacific Enterprises,2777.0,184.0
1998.0,498.0,Xcel Energy,2733.7,237.3
1998.0,499.0,Maxxam,2729.1,65.2
1998.0,500.0,Asarco,2721.0,143.4
1999.0,1.0,General Motors,161315.0,2956.0
1999.0,2.0,Ford Motor,144416.0,22071.0
1999.0,3.0,Wal-Mart Stores,139208.0,4430.0
1999.0,4.0,Exxon Mobil,100697.0,6370.0
1999.0,5.0,General Electric,100469.0,9296.0
1999.0,6.0,Intl. Business Machines,81667.0,6328.0
1999.0,7.0,Citigroup,76431.0,5807.0
1999.0,8.0,Altria Group,57813.0,5372.0
1999.0,9.0,Boeing,56154.0,1120.0
1999.0,10.0,AT&T,53588.0,6398.0
1999.0,11.0,Bank of America Corp.,50777.0,5165.0
1999.0,12.0,State Farm Insurance Cos,47678.0,1704.0
1999.0,13.0,Mobil,47061.0,2945.0
1999.0,14.0,Hewlett-Packard,44620.9,1319.7
1999.0,15.0,Sears Roebuck,41322.0,1048.0
1999.0,16.0,DuPont,39130.0,4480.0
1999.0,17.0,Procter & Gamble,37154.0,3780.0
1999.0,18.0,TIAA-CREF,35889.1,840.4
1999.0,19.0,Merrill Lynch,35853.0,1259.0
1999.0,20.0,Prudential Ins. Co. of America,34427.0,1106.0
1999.0,21.0,Kmart Holding,33674.0,568.0
1999.0,22.0,American Intl. Group,33296.0,3765.6
1999.0,23.0,Chase Manhattan Corp.,32379.0,3782.0
1999.0,24.0,Texaco,31707.0,578.0
1999.0,25.0,Verizon Communications,31565.9,2965.3
1999.0,26.0,Fannie Mae,31498.8,3418.1
1999.0,27.0,Enron,31260.0,703.0
1999.0,28.0,Compaq Computer,31169.0,-2743.0
1999.0,29.0,Morgan Stanley,31131.0,3276.0
1999.0,30.0,Target,30951.0,935.0
1999.0,31.0,J.C. Penney,30678.0,594.0
1999.0,32.0,Home Depot,30219.0,1614.0
1999.0,33.0,Lucent Technologies,30147.0,970.0
1999.0,34.0,Motorola,29398.0,-962.0
1999.0,35.0,SBC Communications,28777.0,4023.0
1999.0,36.0,Kroger,28203.3,410.8
1999.0,37.0,Merck,26898.2,5248.2
1999.0,38.0,ChevronTexaco,26801.0,1976.0
1999.0,39.0,MetLife,26735.0,1343.0
1999.0,40.0,Intel,26273.0,6068.0
1999.0,41.0,Lockheed Martin,26266.0,1001.0
1999.0,42.0,Allstate,25879.0,3294.0
1999.0,43.0,United Technologies,25715.0,1255.0
1999.0,44.0,Bank One Corp.,25595.0,3108.0
1999.0,45.0,GTE,25473.0,2172.0
1999.0,46.0,United Parcel Service,24788.0,1741.0
1999.0,47.0,Marathon Oil,24754.0,674.0
1999.0,48.0,Safeway,24484.2,806.7
1999.0,49.0,Costco Wholesale,24269.9,459.8
1999.0,50.0,ConAgra Foods,23840.5,613.2
1999.0,51.0,Johnson & Johnson,23657.0,3059.0
1999.0,52.0,BellSouth,23123.0,3527.0
1999.0,53.0,Walt Disney,22976.0,1850.0
1999.0,54.0,PepsiCo,22348.0,1993.0
1999.0,55.0,Ingram Micro,22034.0,245.2
1999.0,56.0,Wachovia Corp.,21543.0,2891.0
1999.0,57.0,Cigna,21437.0,1292.0
1999.0,58.0,Caterpillar,20977.0,1513.0
1999.0,59.0,McKesson,20857.3,154.9
1999.0,60.0,Loews,20713.0,464.8
1999.0,61.0,Aetna,20604.1,848.1
1999.0,62.0,Wells Fargo,20482.0,1950.0
1999.0,63.0,Xerox,20019.0,395.0
1999.0,64.0,Sara Lee,20011.0,-523.0
1999.0,65.0,PG&E Corp.,19942.0,719.0
1999.0,66.0,Lehman Brothers Hldgs.,19894.0,736.0
1999.0,67.0,American Stores,19866.7,233.7
1999.0,68.0,New York Life Insurance,19848.9,752.9
1999.0,69.0,Raytheon,19681.0,379.0
1999.0,70.0,International Paper,19530.0,864.0
1999.0,71.0,AMR,19500.0,213.0
1999.0,72.0,American Express,19205.0,1314.0
1999.0,73.0,Coca-Cola,19132.0,2141.0
1999.0,74.0,Columbia/HCA Healthcare,18813.0,3533.0
1999.0,75.0,Dow Chemical,18441.0,1310.0
1999.0,76.0,J.P. Morgan,18425.0,963.0
1999.0,77.0,Bristol-Myers Squibb,18283.6,3141.2
1999.0,78.0,Dell,18243.0,1460.0
1999.0,79.0,Freddie Mac,18048.0,1700.0
1999.0,80.0,MCI WorldCom,17678.0,-2669.0
1999.0,81.0,Duke Energy,17610.0,1252.0
1999.0,82.0,UAL,17561.0,821.0
1999.0,83.0,AutoNation,17487.3,499.5
1999.0,84.0,UnitedHealth Group,17355.0,-166.0
1999.0,85.0,Halliburton,17353.1,-14.7
1999.0,86.0,Supervalu,17201.4,230.8
1999.0,87.0,Ameritech,17154.0,3606.0
1999.0,88.0,Sprint,17134.3,414.5
1999.0,89.0,Nabisco Group Holdings,17037.0,-577.0
1999.0,90.0,Electronic Data Systems,16891.0,743.4
1999.0,91.0,Archer Daniels Midland,16108.6,403.6
1999.0,92.0,Albertson's,16005.1,567.2
1999.0,93.0,Cardinal Health,15918.1,247.1
1999.0,94.0,FedEx,15872.8,503.0
1999.0,95.0,Federated Dept. Stores,15833.0,662.0
1999.0,96.0,Alcoa,15489.4,853.0
1999.0,97.0,Sysco,15327.5,296.8
1999.0,98.0,Walgreen,15307.0,511.0
1999.0,99.0,CVS,15273.6,396.4
1999.0,100.0,Honeywell Intl.,15128.0,1331.0
1999.0,101.0,Fleming,15069.3,-510.6
1999.0,102.0,Hartford Financial Services,15022.0,1015.0
1999.0,103.0,3M,15021.0,1175.0
1999.0,104.0,Fred Meyer,14878.8,-162.8
1999.0,105.0,TXU,14736.0,740.0
1999.0,106.0,Pfizer,14704.0,3351.0
1999.0,107.0,Northwestern Mutual,14644.9,808.9
1999.0,108.0,Time Warner,14582.0,168.0
1999.0,109.0,Microsoft,14484.0,4490.0
1999.0,110.0,Dynegy,14258.0,108.4
1999.0,111.0,Delta Air Lines,14138.0,1001.0
1999.0,112.0,Berkshire Hathaway,13832.0,2830.0
1999.0,113.0,Deere,13821.5,1021.4
1999.0,114.0,Bergen Brunswig,13720.0,3.1
1999.0,115.0,Winn-Dixie Stores,13617.5,198.6
1999.0,116.0,Massey Energy,13504.8,235.5
1999.0,117.0,Wyeth,13462.7,2474.3
1999.0,118.0,Emerson Electric,13447.2,1228.6
1999.0,119.0,Coca-Cola Enterprises,13414.0,142.0
1999.0,120.0,May Dept. Stores,13413.0,849.0
1999.0,121.0,Eastman Kodak,13406.0,1390.0
1999.0,122.0,Georgia-Pacific,13223.0,98.0
1999.0,123.0,Atlantic Richfield,13195.0,452.0
1999.0,124.0,Liberty Mutual Ins. Group,13166.0,385.0
1999.0,125.0,Nationwide,13105.0,1195.7
1999.0,126.0,IBP,12848.6,190.0
1999.0,127.0,Dana,12838.7,534.1
1999.0,128.0,Washington Mutual,12745.6,1486.9
1999.0,129.0,Waste Management,12703.5,-770.7
1999.0,130.0,Goodyear Tire & Rubber,12648.7,682.3
1999.0,131.0,Johnson Controls,12586.8,337.7
1999.0,132.0,Aquila,12563.4,132.2
1999.0,133.0,Abbott Laboratories,12477.8,2333.2
1999.0,134.0,McDonald's,12421.4,1550.1
1999.0,135.0,US West,12378.0,1508.0
1999.0,136.0,Kimberly-Clark,12297.8,1165.8
1999.0,137.0,Lowe's,12244.9,482.4
1999.0,138.0,Viacom,12096.1,-122.4
1999.0,139.0,Publix Super Markets,12067.1,378.3
1999.0,140.0,Bankers Trust Corp.,12048.0,-73.0
1999.0,141.0,Tosco,12021.5,106.2
1999.0,142.0,TRW,11886.0,477.0
1999.0,143.0,ConocoPhillips,11845.0,237.0
1999.0,144.0,Textron,11549.0,608.0
1999.0,145.0,Tech Data,11529.0,129.0
1999.0,146.0,Entergy,11494.8,785.6
1999.0,147.0,CenterPoint Energy,11488.5,-141.1
1999.0,148.0,Southern,11403.0,977.0
1999.0,149.0,Rite Aid,11375.1,316.4
1999.0,150.0,Anheuser-Busch,11245.8,1233.3
1999.0,151.0,Toys `R` Us,11200.0,-132.0
1999.0,152.0,Weyerhaeuser,10766.0,294.0
1999.0,153.0,Mass. Mutual Life Ins.,10668.1,432.8
1999.0,154.0,Union Pacific,10553.0,-633.0
1999.0,155.0,Whirlpool,10323.0,325.0
1999.0,156.0,American General,10251.0,764.0
1999.0,157.0,Warner-Lambert,10213.7,1254.0
1999.0,158.0,Edison International,10208.0,668.0
1999.0,159.0,Gillette,10056.0,1081.0
1999.0,160.0,Eli Lilly,10051.3,2097.9
1999.0,161.0,FleetBoston Financial,10002.0,1532.0
1999.0,162.0,CSX,9898.0,537.0
1999.0,163.0,Tenet Healthcare,9895.0,261.0
1999.0,164.0,Sun Microsystems,9790.8,762.9
1999.0,165.0,Humana,9781.0,129.0
1999.0,166.0,Nike,9553.1,399.6
1999.0,167.0,PacifiCare Health Sys.,9521.5,202.4
1999.0,168.0,PacifiCorp,9442.5,312.0
1999.0,169.0,Limited Brands,9346.9,2053.6
1999.0,170.0,H.J. Heinz,9209.3,801.6
1999.0,171.0,St. Paul Travelers Cos.,9108.4,89.3
1999.0,172.0,CBS,9061.0,-21.0
1999.0,173.0,Lear,9059.4,115.5
1999.0,174.0,Gap,9054.5,824.5
1999.0,175.0,Northwest Airlines,9044.8,-285.5
1999.0,176.0,Office Depot,8997.7,233.2
1999.0,177.0,Colgate-Palmolive,8971.6,848.6
1999.0,178.0,Burlington No. Santa Fe,8941.0,1155.0
1999.0,179.0,John Hancock Financial Svcs.,8911.7,627.3
1999.0,180.0,Northrop Grumman,8902.0,214.0
1999.0,181.0,Health Net,8896.1,-165.2
1999.0,182.0,Circuit City Stores,8870.8,104.3
1999.0,183.0,Manpower,8814.3,75.7
1999.0,185.0,Household International,8707.6,524.1
1999.0,186.0,US Airways Group,8688.0,538.0
1999.0,187.0,Monsanto,8648.0,-250.0
1999.0,188.0,AmerisourceBergen,8575.4,50.5
1999.0,189.0,CHS Electronics,8545.8,45.7
1999.0,190.0,Yum Brands,8468.0,445.0
1999.0,191.0,Texas Instruments,8460.0,407.0
1999.0,192.0,Cisco Systems,8458.8,1350.1
1999.0,193.0,Honeywell,8426.7,572.0
1999.0,194.0,Bestfoods,8374.0,624.0
1999.0,195.0,Best Buy,8358.2,94.5
1999.0,196.0,Ultramar Diamond Shamrock,8346.5,-78.1
1999.0,197.0,Arrow Electronics,8344.7,145.8
1999.0,198.0,Crown Holdings,8300.0,105.1
1999.0,199.0,Ingersoll-Rand,8291.5,509.1
1999.0,200.0,Schering-Plough,8077.0,1756.0
1999.0,201.0,National City Corp.,8070.8,1070.7
1999.0,202.0,Rockwell Automation,8025.0,-427.0
1999.0,203.0,Dillard's,8012.0,135.0
1999.0,204.0,Bear Stearns,7979.9,660.4
1999.0,205.0,Guardian Life of America,7973.8,160.4
1999.0,206.0,Marriott International,7968.0,390.0
1999.0,207.0,Continental Airlines,7951.0,383.0
1999.0,208.0,TJX,7949.1,424.2
1999.0,209.0,PNC Financial Services,7936.0,1115.0
1999.0,210.0,Paccar,7894.8,416.8
1999.0,211.0,Navistar International,7885.0,299.0
1999.0,212.0,Conseco,7716.0,588.1
1999.0,213.0,Principal Financial,7697.4,693.0
1999.0,214.0,USAA,7687.4,979.5
1999.0,215.0,U.S. Bancorp,7664.0,1327.4
1999.0,216.0,Williams,7658.3,127.5
1999.0,217.0,Bindley Western,7623.1,19.1
1999.0,218.0,BankBoston Corp.,7609.0,792.0
1999.0,219.0,Tenneco Automotive,7605.0,255.0
1999.0,220.0,ITT Industries,7523.1,1532.5
1999.0,221.0,PPG Industries,7510.0,801.0
1999.0,222.0,Campbell Soup,7505.0,660.0
1999.0,223.0,Gateway,7467.9,346.4
1999.0,224.0,Nebco Evans,7421.0,-152.3
1999.0,225.0,Unisource,7417.3,-231.8
